Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Segment,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
NC_075314,Lepus americanus faeces associated genomovirus SHP9,RefSeq,GCF_003847725.1,"Kraberger,S., Ivan,J., Newkirk,E., Waits,K., Crooks,K., VandeWoude,S., Varsani,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,SHP 9.00,Gemycircularvirus lepam3,2104,complete,,USA,,Lepus americanus,feces,2016-03-22
NC_075315,Alces alces faeces associated genomovirus MP157,RefSeq,GCF_003847805.1,"Kraberger,S., Ivan,J., Newkirk,E., Waits,K., Crooks,K., VandeWoude,S., Varsani,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,MP157,Gemycircularvirus alces2,2162,complete,,USA,,Alces alces,feces,2016-03-22
NC_075316,Alces alces faeces associated genomovirus MP111,RefSeq,GCF_003847845.1,"Kraberger,S., Ivan,J., Newkirk,E., Waits,K., Crooks,K., VandeWoude,S., Varsani,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,MP111,Gemycircularvirus lepam1,2159,complete,,USA,,Alces alces,feces,2016-03-22
NC_075317,Alces alces faeces associated genomovirus MP84,RefSeq,GCF_003847865.1,"Kraberger,S., Ivan,J., Newkirk,E., Waits,K., Crooks,K., VandeWoude,S., Varsani,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,MP84,Gemycircularvirus alces1,2175,complete,,USA,,Alces alces,feces,2016-03-22
NC_075318,Alces alces faeces associated genomovirus MP68,RefSeq,GCF_003847885.1,"Kraberger,S., Ivan,J., Newkirk,E., Waits,K., Crooks,K., VandeWoude,S., Varsani,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,MP68,Gemykolovirus lepam1,2249,complete,,USA,,Alces alces,feces,2016-03-22
NC_075319,Alces alces faeces associated genomovirus MP43,RefSeq,GCF_003847905.1,"Kraberger,S., Ivan,J., Newkirk,E., Waits,K., Crooks,K., VandeWoude,S., Varsani,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,MP43,Gemycircularvirus lepam2,2141,complete,,USA,,Alces alces,feces,2016-03-22
NC_075320,Lynx canadensis faeces associated genomovirus CL5 48,RefSeq,GCF_003847925.1,"Kraberger,S., Ivan,J., Newkirk,E., Waits,K., Crooks,K., VandeWoude,S., Varsani,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,CL5_48,Gemycircularvirus lynca3,2201,complete,,USA,,Lynx canadensis,feces,2016-02-19
NC_075321,Lynx canadensis faeces associated genomovirus CL1 71,RefSeq,GCF_003848065.1,"Kraberger,S., Ivan,J., Newkirk,E., Waits,K., Crooks,K., VandeWoude,S., Varsani,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,CL1_71,Gemycircularvirus lynca2,2211,complete,,USA,,Lynx canadensis,feces,2016-03-22
NC_075322,Lynx canadensis faeces associated genomovirus CL1 46,RefSeq,GCF_003848125.1,"Kraberger,S., Ivan,J., Newkirk,E., Waits,K., Crooks,K., VandeWoude,S., Varsani,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,CL1_46,Gemycircularvirus lepa2,2121,complete,,USA,,Lynx canadensis,feces,2016-03-22
NC_075323,Gemycircularvirus sp.,RefSeq,GCF_003848465.1,"Kemenesi,G., Kurucz,K., Zana,B., Foldes,F., Urban,P., Vlaschenko,A., Kravchenko,K., Budinski,I., Szodoray-Paradi,F., Szodoray-Paradi,A., Bucs,S., Jere,C., Csosz,I., Estok,P., Gorfol,T., Boldogh,S., Nemeth,V., Banyai,K., Jakab,F.","National Center for Biotechnology Information, NIH",USA,2023-05-04,,Gemycircularvirus sp.,2157,complete,,Hungary,,Pipistrellus pygmaeus,feces,2013
NC_075324,Cattle blood-associated gemycircularvirus,RefSeq,GCF_003848565.1,"Wang,H., Li,S., Mahmood,A., Yang,S., Wang,X., Shen,Q., Shan,T., Deng,X., Li,J., Hua,X., Cui,L., Delwart,E., Zhang,W.","National Center for Biotechnology Information, NIH",USA,2023-05-04,,Gemykibivirus cowchi1,2192,complete,,China,,,blood,2016
NC_075325,Gemycircularvirus sp.,RefSeq,GCF_003848605.1,"Yang,S., Wang,Y., Zhang,W.","National Center for Biotechnology Information, NIH",USA,2023-05-04,yc-19,Gemycircularvirus sp.,2138,complete,,China,,Grus japonensis,feces,2014-12
NC_075326,Tick-associated genomovirus 3,RefSeq,GCF_003848645.1,"Waits,K., Edwards,M., Fontenele,R.S., Varsani,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,tick25_VL-10,Gemycircularvirus ixode1,2238,complete,,USA,,Ixodes scapularis,,2016
NC_075327,Tick-associated genomovirus 2,RefSeq,GCF_003848665.1,"Waits,K., Edwards,M., Fontenele,R.S., Varsani,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,tick24_130,Gemykolovirus derva1,2196,complete,,USA,,Dermacentor variabilis,,2016
NC_075328,Tick-associated genomovirus 1,RefSeq,GCF_003848685.1,"Waits,K., Edwards,M., Fontenele,R.S., Varsani,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,tick24_7,Gemycircularvirus derva1,2373,complete,,USA,,Dermacentor variabilis,,2016
NC_075329,Giant panda associated gemycircularvirus,RefSeq,GCF_003848725.1,"Zhang,W., Yang,S., Shan,T., Hou,R., Liu,Z., Li,W., Guo,L., Wang,Y., Chen,P., Wang,X., Feng,F., Wang,H., Chen,C., Shen,Q., Zhou,C., Hua,X., Cui,L., Deng,X., Zhang,Z., Qi,D., Delwart,E.","National Center for Biotechnology Information, NIH",USA,2023-05-04,,Giant panda associated gemycircularvirus,2063,complete,,China,,,oronasopharynx,2015
NC_075330,Giant panda associated gemycircularvirus,RefSeq,GCF_003848745.1,"Zhang,W., Yang,S., Shan,T., Hou,R., Liu,Z., Li,W., Guo,L., Wang,Y., Chen,P., Wang,X., Feng,F., Wang,H., Chen,C., Shen,Q., Zhou,C., Hua,X., Cui,L., Deng,X., Zhang,Z., Qi,D., Delwart,E.","National Center for Biotechnology Information, NIH",USA,2023-05-04,,Giant panda associated gemycircularvirus,2094,complete,,China,,,feces,2015
NC_075331,Giant panda associated gemycircularvirus,RefSeq,GCF_003848765.1,"Zhang,W., Yang,S., Shan,T., Hou,R., Liu,Z., Li,W., Guo,L., Wang,Y., Chen,P., Wang,X., Feng,F., Wang,H., Chen,C., Shen,Q., Zhou,C., Hua,X., Cui,L., Deng,X., Zhang,Z., Qi,D., Delwart,E.","National Center for Biotechnology Information, NIH",USA,2023-05-04,,Giant panda associated gemycircularvirus,2174,complete,,China,,,feces,2015
NC_075332,Giant panda associated gemycircularvirus,RefSeq,GCF_003848785.1,"Zhang,W., Yang,S., Shan,T., Hou,R., Liu,Z., Li,W., Guo,L., Wang,Y., Chen,P., Wang,X., Feng,F., Wang,H., Chen,C., Shen,Q., Zhou,C., Hua,X., Cui,L., Deng,X., Zhang,Z., Qi,D., Delwart,E.","National Center for Biotechnology Information, NIH",USA,2023-05-04,,Giant panda associated gemycircularvirus,2161,complete,,China,,,feces,2015
NC_075333,Giant panda associated gemycircularvirus,RefSeq,GCF_003848805.1,"Zhang,W., Yang,S., Shan,T., Hou,R., Liu,Z., Li,W., Guo,L., Wang,Y., Chen,P., Wang,X., Feng,F., Wang,H., Chen,C., Shen,Q., Zhou,C., Hua,X., Cui,L., Deng,X., Zhang,Z., Qi,D., Delwart,E.","National Center for Biotechnology Information, NIH",USA,2023-05-04,,Giant panda associated gemycircularvirus,2216,complete,,China,,,feces,2015
NC_075334,Giant panda associated gemycircularvirus,RefSeq,GCF_003848845.1,"Zhang,W., Yang,S., Shan,T., Hou,R., Liu,Z., Li,W., Guo,L., Wang,Y., Chen,P., Wang,X., Feng,F., Wang,H., Chen,C., Shen,Q., Zhou,C., Hua,X., Cui,L., Deng,X., Zhang,Z., Qi,D., Delwart,E.","National Center for Biotechnology Information, NIH",USA,2023-05-04,,Giant panda associated gemycircularvirus,2240,complete,,China,,,feces,2015
NC_075335,Giant panda associated gemycircularvirus,RefSeq,GCF_003848925.1,"Zhang,W., Yang,S., Shan,T., Hou,R., Liu,Z., Li,W., Guo,L., Wang,Y., Chen,P., Wang,X., Feng,F., Wang,H., Chen,C., Shen,Q., Zhou,C., Hua,X., Cui,L., Deng,X., Zhang,Z., Qi,D., Delwart,E.","National Center for Biotechnology Information, NIH",USA,2023-05-04,,Giant panda associated gemycircularvirus,2223,complete,,China,,,feces,2015
NC_075336,Giant panda associated gemycircularvirus,RefSeq,GCF_003848945.1,"Zhang,W., Yang,S., Shan,T., Hou,R., Liu,Z., Li,W., Guo,L., Wang,Y., Chen,P., Wang,X., Feng,F., Wang,H., Chen,C., Shen,Q., Zhou,C., Hua,X., Cui,L., Deng,X., Zhang,Z., Qi,D., Delwart,E.","National Center for Biotechnology Information, NIH",USA,2023-05-04,,Giant panda associated gemycircularvirus,2156,complete,,China,,,feces,2015
NC_075337,Giant panda associated gemycircularvirus,RefSeq,GCF_003848965.1,"Zhang,W., Yang,S., Shan,T., Hou,R., Liu,Z., Li,W., Guo,L., Wang,Y., Chen,P., Wang,X., Feng,F., Wang,H., Chen,C., Shen,Q., Zhou,C., Hua,X., Cui,L., Deng,X., Zhang,Z., Qi,D., Delwart,E.","National Center for Biotechnology Information, NIH",USA,2023-05-04,,Giant panda associated gemycircularvirus,2206,complete,,China,,,feces,2015
NC_075338,Lupine feces-associated gemycircularvirus 2,RefSeq,GCF_003849005.1,"Conceicao-Neto,N., Godinho,R., Alvares,F., Yinda,C.K., Deboutte,W., Zeller,M., Laenen,L., Heylen,E., Roque,S., Petrucci-Fonseca,F., Santos,N., Van Ranst,M., Mesquita,J.R., Matthijnssens,J.","National Center for Biotechnology Information, NIH",USA,2023-05-04,South Douro,Gemycircularvirus canlup1,2238,complete,,Portugal,,Canis lupus signatus,,2011
NC_075339,Canine feces-associated gemycircularvirus,RefSeq,GCF_003849025.1,"Conceicao-Neto,N., Godinho,R., Alvares,F., Yinda,C.K., Deboutte,W., Zeller,M., Laenen,L., Heylen,E., Roque,S., Petrucci-Fonseca,F., Santos,N., Van Ranst,M., Mesquita,J.R., Matthijnssens,J.","National Center for Biotechnology Information, NIH",USA,2023-05-04,South Douro,Gemykibivirus canfam1,2240,complete,,Portugal,,Canis lupus familiaris,,2011
NC_075341,Human feces smacovirus 3,RefSeq,GCF_003963575.1,,"National Center for Biotechnology Information, NIH",USA,2023-05-04,SmaCV3_ETH_P15_2016,Porprismacovirus humas3,2511,complete,,Ethiopia,,Homo sapiens,feces,2016-04
NC_075342,Chicken associated smacovirus,RefSeq,GCF_003963755.1,"Lima,D.A., Cibulski,S.P., Finkler,F., Varela,A.P.M., Teixeira,T.F., Cerva,C., Domingues,G., Loiko,M., Scheffer,C., Santos,H.F., Mayer,F.Q., Roehe,P.","National Center for Biotechnology Information, NIH",USA,2023-05-04,,Chicken associated smacovirus,2343,complete,,Brazil,,Gallus gallus,feces,2015-07-31
NC_075369,Anelloviridae sp.,RefSeq,GCF_004285195.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ctbg056,Anelloviridae sp.,2381,complete,,USA,,Homo sapiens,blood,2017-06-01
NC_075370,Anelloviridae sp.,RefSeq,GCF_004285675.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ctbc019,Anelloviridae sp.,2668,complete,,USA,,Homo sapiens,blood,2017-06-01
NC_075371,Anelloviridae sp.,RefSeq,GCF_004285795.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ctbf050,Anelloviridae sp.,2536,complete,,USA,,Homo sapiens,blood,2017-06-01
NC_075372,Anelloviridae sp.,RefSeq,GCF_004286375.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ctbi042,Anelloviridae sp.,1744,complete,,USA,,Homo sapiens,blood,2017-06-01
NC_075373,Anelloviridae sp.,RefSeq,GCF_004286455.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ctbb016,Anelloviridae sp.,2810,complete,,USA,,Homo sapiens,blood,2017-06-01
NC_075374,Anelloviridae sp.,RefSeq,GCF_004286675.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ctga035,Anelloviridae sp.,2854,complete,,USA,,Homo sapiens,blood,2017-06-01
NC_075375,Anelloviridae sp.,RefSeq,GCF_004286695.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ctbd020,Anelloviridae sp.,2368,complete,,USA,,Homo sapiens,blood,2017-06-01
NC_075376,Anelloviridae sp.,RefSeq,GCF_004286755.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ctbf014,Anelloviridae sp.,2691,complete,,USA,,Homo sapiens,blood,2017-06-01
NC_075377,Anelloviridae sp.,RefSeq,GCF_004286855.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ctei055,Anelloviridae sp.,2407,complete,,USA,,Homo sapiens,blood,2017-06-01
NC_075378,Anelloviridae sp.,RefSeq,GCF_004287275.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ctea38,Anelloviridae sp.,2679,complete,,USA,,Homo sapiens,blood,2017-06-01
NC_075379,Anelloviridae sp.,RefSeq,GCF_004287315.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ctcd026,Anelloviridae sp.,1871,complete,,USA,,Homo sapiens,blood,2017-06-01
NC_075380,Anelloviridae sp.,RefSeq,GCF_004287355.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ctcf040,Anelloviridae sp.,2550,complete,,USA,,Homo sapiens,blood,2017-06-01
NC_075381,Anelloviridae sp.,RefSeq,GCF_004289775.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ctcf007,Anelloviridae sp.,1835,complete,,USA,,,,2017-06-01
NC_075382,Anelloviridae sp.,RefSeq,GCF_004289975.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ctcf003,Anelloviridae sp.,2218,complete,,USA,,,,2017-06-01
NC_075383,Anelloviridae sp.,RefSeq,GCF_004290255.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ctdc005,Anelloviridae sp.,1973,complete,,USA,,,,2017-06-01
NC_075384,Anelloviridae sp.,RefSeq,GCF_004290555.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ctbb005,Anelloviridae sp.,1921,complete,,USA,,,,2017-06-01
NC_075385,Anelloviridae sp.,RefSeq,GCF_004290615.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ctbb008,Anelloviridae sp.,1833,complete,,USA,,,,2017-06-01
NC_075386,Anelloviridae sp.,RefSeq,GCF_004290675.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ctbd010,Anelloviridae sp.,1774,complete,,USA,,,,2017-06-01
NC_075387,Cressdnaviricota sp.,RefSeq,GCF_004290775.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ctjj384,Cressdnaviricota sp.,2047,complete,,USA,,,,2017-06-01
NC_075388,Anelloviridae sp.,RefSeq,GCF_004290875.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ctcf003,Anelloviridae sp.,1996,complete,,USA,,,,2017-06-01
NC_075389,Anelloviridae sp.,RefSeq,GCF_004290895.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ctdb009,Anelloviridae sp.,1801,complete,,USA,,,,2017-06-01
NC_075390,Anelloviridae sp.,RefSeq,GCF_004290995.1,"Tisza,M., Buck,C., Pastrana,D., Welch,N., Peretti,A.","National Center for Biotechnology Information, NIH",USA,2023-05-04,cthe000,Anelloviridae sp.,2733,complete,,USA,,,,2017-06-01
NC_075391,Bat circovirus,RefSeq,GCF_004369385.1,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.","National Center for Biotechnology Information, NIH",USA,2023-05-04,BtPspp.-CV/GD2012,Bat circovirus,2097,complete,,China,,Pipistrellus,,2012-12
NC_075392,Respirovirus muris,RefSeq,GCF_004786315.1,"Nishio,M., Nagata,A., Tsurudome,M., Ito,M., Kawano,M., Komada,H., Ito,Y.","National Center for Biotechnology Information, NIH",USA,2023-05-04,,Respirovirus muris,15384,complete,,,,,,
NC_075404,Avian orthoavulavirus 1,RefSeq,GCF_004786615.1,,"National Center for Biotechnology Information, NIH",USA,2023-05-04,chicken/N. Ireland/Ulster/67,Orthoavulavirus javaense,15186,complete,,United Kingdom: N. Ireland,,,,
NC_075410,Tomato leaf curl Arusha virus,RefSeq,GCF_004786735.1,"Shih,S.L., Tsai,W.S., Green,S.K., Lee,L.M.","National Center for Biotechnology Information, NIH",USA,2023-05-04,,Tomato leaf curl Arusha virus,2766,complete,DNA-A,Tanzania:Tengeru,,Solanum lycopersicum,,
NC_075411,Calicivirus chicken/V0021/Bayern/2004,RefSeq,GCF_004786895.1,"Wolf,S., Reetz,J., Otto,P.","National Center for Biotechnology Information, NIH",USA,2023-05-04,Bavaria04V0021,Calicivirus chicken/V0021/Bayern/2004,7908,complete,,Germany,,Gallus gallus,,2004
NC_075412,Hollyhock yellow vein mosaic virus,RefSeq,GCF_004787015.1,"Srivastava,A., Kumar,S., Raj,S.K., Pande,S.S., Snehi,S.K.","National Center for Biotechnology Information, NIH",USA,2023-05-04,Alcea rosea:Lucknow,Hollyhock yellow vein mosaic virus,2750,complete,,India,,Alcea rosea,,2011-12-09
NC_075413,Pouzolzia golden mosaic virus,RefSeq,GCF_004787175.1,"Shih,S.L., Lee,L.M., Tsai,W.S., Kenyon,L.","National Center for Biotechnology Information, NIH",USA,2023-05-04,ML13W1,Pouzolzia golden mosaic virus,2725,complete,DNA-A,Taiwan: Miaoli,,Pouzolzia zeylanica,,2013-05
NC_075416,Pepper vein yellows virus,RefSeq,GCF_004787375.1,"Liu,M., Liu,X., Li,X., Zhang,D., Dai,L., Tang,Q.","National Center for Biotechnology Information, NIH",USA,2023-05-04,HN,Pepper vein yellows virus,6244,complete,,China,,Piperaceae,flower,2013-07-07
NC_075418,Nectarine stem pitting associated virus,RefSeq,GCF_004787515.1,"Villamor,D.E.V., Mekuria,T.A., Pillai,S.S., Eastwell,K.C.","National Center for Biotechnology Information, NIH",USA,2023-05-04,NSPaV/SF04522E,Luteovirus nucipersicae,4991,complete,,USA,,Prunus persica,,
NC_075419,Eclipta yellow vein virus,RefSeq,GCF_004787535.1,"Venkataravanappa,V., Chauhan,N.S., Krishna Reddy,M.","National Center for Biotechnology Information, NIH",USA,2023-05-04,WOK44,Eclipta yellow vein virus,2748,complete,DNA A,"India: Uttar Pradesh, Mirzapur",,Hibiscus cannabinus,plant leaf,2014
NC_075420,Zygosaccharomyces bailii virus Z,RefSeq,GCF_004787635.1,"Depierreux,D., Vong,M., Nibert,M.L.","National Center for Biotechnology Information, NIH",USA,2023-05-04,,Zybavirus bailii,3160,complete,,Netherlands,,Zygosaccharomyces bailii,,
NC_075421,Sweet potato leaf curl virus,RefSeq,GCF_004787655.1,"Wang,H., Zhang,J.","National Center for Biotechnology Information, NIH",USA,2023-05-04,SPLCV-SD,Sweet potato leaf curl virus,2826,complete,,"China: Qingdao, Jiaozhou",,Ipomoea batatas,,2014-10
NC_075422,Pepper vein yellows virus,RefSeq,GCF_004787715.1,"Maina,S., Edwards,O.R., Jones,R.A., Jones,R.A.C.","National Center for Biotechnology Information, NIH",USA,2023-05-04,12KNX1,Pepper vein yellows virus,6244,complete,,Australia,,Capsicum,,2015-07-22
NC_075424,Grapevine enamovirus 1,RefSeq,GCF_004787755.1,"Silva,J.M.F., Fajardo,T.V.M., Al Rwahnih,M., Blawid,R., Nagata,T.","National Center for Biotechnology Information, NIH",USA,2023-05-04,CS-BR,Grapevine enamovirus 1,6227,complete,,Brazil,,Vitis vinifera,,2014-08-18
NC_075425,Rosavirus C,RefSeq,GCF_004787775.1,,"National Center for Biotechnology Information, NIH",USA,2023-05-04,,Rosavirus C,8898,complete,,Hong Kong,,Rattus andamanensis,,2008-11-13
NC_075427,Torque teno Leptonychotes weddellii virus 1,RefSeq,GCF_004787855.1,"Fahsbender,E., Burns,J.M., Kim,S., Kraberger,S., Frankfurter,G., Eilers,A.A., Shero,M.R., Beltran,R., Kirkham,A., McCorkell,R., Berngartt,R.K., Male,M.F., Ballard,G., Ainley,D.G., Breitbart,M., Varsani,A., Male,M., Burns,J.","National Center for Biotechnology Information, NIH",USA,2023-05-04,TTLwV-1_gt16_wsp8,Lambdatorquevirus phoci5,2201,complete,,Antarctica: Ross Sea,,Leptonychotes weddellii,feces,2014
NC_075428,Canine picornavirus,RefSeq,GCF_004788075.1,"Norby,E.A., Marchwicki,R.H., Jarman,R.G., Keiser,P.B., Binn,L.N., Hang,J.","National Center for Biotechnology Information, NIH",USA,2023-05-04,A128thr,Mischivirus D,7618,complete,,"USA: Silver Spring, Maryland",MD,Canis lupus familiaris,oronasopharynx,1968-12
NC_075430,Dioscorea bacilliform virus,RefSeq,GCF_004788175.1,"Sukal,A., Kidanemariam,D., Dale,J., James,A., Harding,R., Sukal,A.C., Kidanemariam,D.B., Dale,J.L., James,A.P., Harding,R.M.","National Center for Biotechnology Information, NIH",USA,2023-05-04,FJ14,Dioscorea bacilliform virus,8106,complete,,Fiji,,Dioscorea esculenta,,2017-02
NC_075431,Dioscorea bacilliform virus,RefSeq,GCF_004788195.1,"Sukal,A., Kidanemariam,D., Dale,J., James,A., Harding,R., Sukal,A.C., Kidanemariam,D.B., Dale,J.L., James,A.P., Harding,R.M.","National Center for Biotechnology Information, NIH",USA,2023-05-04,PNG10,Dioscorea bacilliform virus,7871,complete,,Papua New Guinea,,Dioscorea alata,,2017-02
