Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Length,Nuc_Completeness,Segment,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
NC_052685,Lake Chad virus,RefSeq,GCF_016848445.1,,"National Center for Biotechnology Information, NIH",USA,2021-02-09,Ib An 38918,Quaranjavirus chadense,Quaranjavirus,520,complete,7,Nigeria,,Ploceus vitellinus,,1969
NC_052686,Lake Chad virus,RefSeq,GCF_016848445.1,,"National Center for Biotechnology Information, NIH",USA,2021-02-09,Ib An 38918,Quaranjavirus chadense,Quaranjavirus,902,complete,6,Nigeria,,Ploceus vitellinus,,1969
NC_052925,Quaranjavirus johnstonense,RefSeq,GCF_016848515.1,,"National Center for Biotechnology Information, NIH",USA,2021-02-09,LBJ,Quaranjavirus johnstonense,Quaranjavirus,2413,complete,1,New Zealand,,Alectorobius capensis,,1972
NC_052926,Quaranjavirus johnstonense,RefSeq,GCF_016848515.1,,"National Center for Biotechnology Information, NIH",USA,2021-02-09,LBJ,Quaranjavirus johnstonense,Quaranjavirus,2405,complete,2,New Zealand,,Alectorobius capensis,,1972
NC_052927,Quaranjavirus johnstonense,RefSeq,GCF_016848515.1,,"National Center for Biotechnology Information, NIH",USA,2021-02-09,LBJ,Quaranjavirus johnstonense,Quaranjavirus,1725,complete,4,New Zealand,,Alectorobius capensis,,1972
NC_052928,Quaranjavirus johnstonense,RefSeq,GCF_016848515.1,,"National Center for Biotechnology Information, NIH",USA,2021-02-09,LBJ,Quaranjavirus johnstonense,Quaranjavirus,1608,complete,5,New Zealand,,Alectorobius capensis,,1972
NC_052929,Quaranjavirus johnstonense,RefSeq,GCF_016848515.1,,"National Center for Biotechnology Information, NIH",USA,2021-02-09,LBJ,Quaranjavirus johnstonense,Quaranjavirus,901,complete,6,New Zealand,,Alectorobius capensis,,1972
NC_052930,Quaranjavirus johnstonense,RefSeq,GCF_016848515.1,,"National Center for Biotechnology Information, NIH",USA,2021-02-09,LBJ,Quaranjavirus johnstonense,Quaranjavirus,508,complete,7,New Zealand,,Alectorobius capensis,,1972
NC_050697,Jacquemontia yellow vein virus,RefSeq,GCF_004788095.2,"Fiallo-Olive,E., Chirinos,D.T., Geraud-Pouey,F., Navas-Castillo,J.","National Center for Biotechnology Information, NIH",USA,2020-10-13,1915,Jacquemontia yellow vein virus,Begomovirus,2543,complete,DNA-B,Venezuela: Zulia,,Jacquemontia tamnifolia,,2010
NC_050698,Pepper leafroll virus,RefSeq,GCF_004787035.2,"Martinez-Ayala,A., Sanchez-Campos,S., Aragon-Caballero,L., Navas-Castillo,J., Moriones,E.","National Center for Biotechnology Information, NIH",USA,2020-10-13,PE:P107:pep:2009,Pepper leafroll virus,Begomovirus,2516,complete,DNA B,"Peru: La Libertad, San Carlos Alto",,Capsicum baccatum var. pendulum,,2009
NC_049200,Sida ciliaris golden mosaic virus,RefSeq,GCF_002823305.2,"Zambrano,K.A., Marys,E.E., Mendez,N.","National Center for Biotechnology Information, NIH",USA,2020-07-02,,Sida ciliaris golden mosaic virus,Begomovirus,2607,complete,DNA B,Venezuela:Lara,,Sida ciliaris,,2009
NC_043030,Aeropyrum pernix bacilliform virus 1,RefSeq,GCF_002814335.1,"Mochizuki,T., Yoshida,T., Tanaka,R., Forterre,P., Sako,Y., Prangishvili,D.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Clavavirus yamagawaense,Clavavirus,5278,complete,1,"Japan:Kagoshima, Ibusuki City, Yamagawa hot spring",,Aeropyrum pernix,,2005-01
NC_043031,Ferak virus,RefSeq,GCF_002814355.1,,"National Center for Biotechnology Information, NIH",USA,2019-06-28,,Feravirus ferakinum,Feravirus,6938,complete,L,Cote d'Ivoire,,Culex decens,,2004
NC_043032,Ferak virus,RefSeq,GCF_002814355.1,,"National Center for Biotechnology Information, NIH",USA,2019-06-28,,Feravirus ferakinum,Feravirus,1527,complete,S,Cote d'Ivoire,,Culex decens,,2004
NC_043033,Ferak virus,RefSeq,GCF_002814355.1,,"National Center for Biotechnology Information, NIH",USA,2019-06-28,,Feravirus ferakinum,Feravirus,4274,complete,M,Cote d'Ivoire,,Culex decens,,2004
NC_043035,Umbre virus,RefSeq,GCF_002814435.1,"Shchetinin,A.M., Lvov,D.K., Deriabin,P.G., Botikov,A.G., Gitelman,A.K., Kuhn,J.H., Alkhovsky,S.V.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Orthobunyavirus turlockense,Orthobunyavirus,845,complete,S,India,,Culex bitaeniorhynchus,,1955-10-14
NC_043036,Umbre virus,RefSeq,GCF_002814435.1,"Shchetinin,A.M., Lvov,D.K., Deriabin,P.G., Botikov,A.G., Gitelman,A.K., Kuhn,J.H., Alkhovsky,S.V.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Orthobunyavirus turlockense,Orthobunyavirus,4448,complete,M,India,,Culex bitaeniorhynchus,,1955-10-14
NC_043037,Umbre virus,RefSeq,GCF_002814435.1,"Shchetinin,A.M., Lvov,D.K., Deriabin,P.G., Botikov,A.G., Gitelman,A.K., Kuhn,J.H., Alkhovsky,S.V.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Orthobunyavirus turlockense,Orthobunyavirus,6924,complete,L,India,,Culex bitaeniorhynchus,,1955-10-14
NC_043038,Shuangao Insect Virus 2,RefSeq,GCF_002814495.1,"Li,C.X., Shi,M., Tian,J.H., Lin,X.D., Kang,Y.J., Chen,L.J., Qin,X.C., Xu,J., Holmes,E.C., Zhang,Y.Z., Li,C.-X., Tian,J.-H., Lin,X.-D., Kang,Y.-J., Qin,X.-C., Chen,L.-J.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Insect inshuvirus,Inshuvirus,1959,complete,S1,China,,Abraxas tenuisuffusa,,2013
NC_043039,Shuangao Insect Virus 2,RefSeq,GCF_002814495.1,"Li,C.X., Shi,M., Tian,J.H., Lin,X.D., Kang,Y.J., Chen,L.J., Qin,X.C., Xu,J., Holmes,E.C., Zhang,Y.Z., Li,C.-X., Tian,J.-H., Lin,X.-D., Kang,Y.-J., Qin,X.-C., Chen,L.-J.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Insect inshuvirus,Inshuvirus,4899,complete,L,China,,Abraxas tenuisuffusa,,2013
NC_043040,Shuangao Insect Virus 2,RefSeq,GCF_002814495.1,"Li,C.X., Shi,M., Tian,J.H., Lin,X.D., Kang,Y.J., Chen,L.J., Qin,X.C., Xu,J., Holmes,E.C., Zhang,Y.Z., Li,C.-X., Tian,J.-H., Lin,X.-D., Kang,Y.-J., Qin,X.-C., Chen,L.-J.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Insect inshuvirus,Inshuvirus,2255,complete,M,China,,Abraxas tenuisuffusa,,2013
NC_043041,Shuangao Insect Virus 2,RefSeq,GCF_002814495.1,"Li,C.X., Shi,M., Tian,J.H., Lin,X.D., Kang,Y.J., Chen,L.J., Qin,X.C., Xu,J., Holmes,E.C., Zhang,Y.Z., Li,C.-X., Tian,J.-H., Lin,X.-D., Kang,Y.-J., Qin,X.-C., Chen,L.-J.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Insect inshuvirus,Inshuvirus,1148,complete,S2,China,,Abraxas tenuisuffusa,,2013
NC_043045,Cumuto virus,RefSeq,GCF_002814615.1,"Auguste,A.J., Carrington,C.V., Forrester,N.L., Popov,V.L., Guzman,H., Widen,S.G., Wood,T.G., Weaver,S.C., Tesh,R.B.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Goukovirus cumutoense,Goukovirus,6367,complete,L,Trinidad and Tobago,,Culex portesi,,2009
NC_043046,Cumuto virus,RefSeq,GCF_002814615.1,"Auguste,A.J., Carrington,C.V., Forrester,N.L., Popov,V.L., Guzman,H., Widen,S.G., Wood,T.G., Weaver,S.C., Tesh,R.B.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Goukovirus cumutoense,Goukovirus,3269,complete,M,Trinidad and Tobago,,Culex portesi,,2009
NC_043047,Cumuto virus,RefSeq,GCF_002814615.1,"Auguste,A.J., Carrington,C.V., Forrester,N.L., Popov,V.L., Guzman,H., Widen,S.G., Wood,T.G., Weaver,S.C., Tesh,R.B.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Goukovirus cumutoense,Goukovirus,1176,complete,S,Trinidad and Tobago,,Culex portesi,,2009
NC_043049,Gouleako virus,RefSeq,GCF_002814655.1,"Marklewitz,M., Handrick,S., Grasse,W., Kurth,A., Lukashev,A., Drosten,C., Ellerbrok,H., Leendertz,F.H., Pauli,G., Junglen,S.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Goukovirus gouleakoense,Goukovirus,3188,complete,M,Cote d'Ivoire,,Culex,,2004
NC_043050,Gouleako virus,RefSeq,GCF_002814655.1,"Marklewitz,M., Handrick,S., Grasse,W., Kurth,A., Lukashev,A., Drosten,C., Ellerbrok,H., Leendertz,F.H., Pauli,G., Junglen,S.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Goukovirus gouleakoense,Goukovirus,1087,complete,S,Cote d'Ivoire,,Culex,,2004
NC_043051,Gouleako virus,RefSeq,GCF_002814655.1,"Marklewitz,M., Handrick,S., Grasse,W., Kurth,A., Lukashev,A., Drosten,C., Ellerbrok,H., Leendertz,F.H., Pauli,G., Junglen,S.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Goukovirus gouleakoense,Goukovirus,6358,complete,L,Cote d'Ivoire,,Culex,,2004
NC_043068,Orthohantavirus asikkalaense,RefSeq,GCF_002815935.1,,"National Center for Biotechnology Information, NIH",USA,2019-06-28,,Orthohantavirus asikkalaense,Orthohantavirus,1458,complete,L,Czech Republic,,Sorex minutus,,2010
NC_043069,Orthohantavirus asikkalaense,RefSeq,GCF_002815935.1,,"National Center for Biotechnology Information, NIH",USA,2019-06-28,,Orthohantavirus asikkalaense,Orthohantavirus,3628,complete,M,Czech Republic,,Sorex minutus,,2010
NC_043070,Orthohantavirus asikkalaense,RefSeq,GCF_002815935.1,,"National Center for Biotechnology Information, NIH",USA,2019-06-28,,Orthohantavirus asikkalaense,Orthohantavirus,1526,complete,S,Czech Republic,,Sorex minutus,,2010
NC_043073,Orthohantavirus nigrorivense,RefSeq,GCF_002817355.1,"Ravkov,E.V., Rollin,P.E., Ksiazek,T.G., Peters,C.J., Nichol,S.T.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Orthohantavirus nigrorivense,Orthohantavirus,3668,complete,M,,,,,
NC_043086,Banana virus X,RefSeq,GCF_002817715.1,"Teycheney,P.Y., Marais,A., Svanella-Dumas,L., Dulucq,M.J., Candresse,T.","National Center for Biotechnology Information, NIH",USA,2019-06-28,Som,Banana virus X,,2917,complete,D,,,,,
NC_043120,Eupatorium yellow vein virus-[Suya],RefSeq,GCF_002822345.1,"Ueda,S., Onuki,M., Hanada,K., Takanami,Y.","National Center for Biotechnology Information, NIH",USA,2019-06-28,Suya-2003,Eupatorium yellow vein virus,Begomovirus,2760,complete,DNA-A,"Japan: Nishigoshi, Suya",,Eupatorium makinoi,,2003
NC_043122,Tomato golden leaf distortion virus,RefSeq,GCF_002823965.1,"Fonseca,M.E.N., Boiteux,L.S., Fernandes,N.A.N., Costa,A.F., Lima-Neto,A.F.","National Center for Biotechnology Information, NIH",USA,2019-06-28,TO45,Tomato golden leaf distortion virus,Begomovirus,2630,complete,DNA-A,Brazil,,Solanum lycopersicum,,2007-07
NC_043125,Longquan virus,RefSeq,GCF_002826805.1,"Guo,W.P., Lin,X.D., Wang,W., Tian,J.H., Cong,M.L., Zhang,H.L., Wang,M.R., Zhou,R.H., Wang,J.B., Li,M.H., Xu,J., Holmes,E.C., Zhang,Y.Z., Guo,W.-P., Zhou,R.-H., Zhang,Y.-Z., Lin,X.-D.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Loanvirus longquanense,Loanvirus,324,complete,L,China,,Rhinolophus sinicus,lung,2011
NC_043126,Longquan virus,RefSeq,GCF_002826805.1,"Guo,W.P., Lin,X.D., Wang,W., Tian,J.H., Cong,M.L., Zhang,H.L., Wang,M.R., Zhou,R.H., Wang,J.B., Li,M.H., Xu,J., Holmes,E.C., Zhang,Y.Z., Guo,W.-P., Zhou,R.-H., Zhang,Y.-Z., Lin,X.-D.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Loanvirus longquanense,Loanvirus,1564,complete,S,China,,,lung,2011
NC_043127,Longquan virus,RefSeq,GCF_002826805.1,"Guo,W.P., Lin,X.D., Wang,W., Tian,J.H., Cong,M.L., Zhang,H.L., Wang,M.R., Zhou,R.H., Wang,J.B., Li,M.H., Xu,J., Holmes,E.C., Zhang,Y.Z., Guo,W.-P., Zhou,R.-H., Zhang,Y.-Z., Lin,X.-D.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Loanvirus longquanense,Loanvirus,3619,complete,M,China,,Rhinolophus sinicus,lung,2011
NC_043174,Oxbow virus,RefSeq,GCF_002829245.1,"Kang,H.J., Bennett,S.N., Dizney,L., Sumibcay,L., Arai,S., Ruedas,L.A., Song,J.W., Yanagihara,R., Song,J.-W.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Orthohantavirus oxbowense,Orthohantavirus,1705,complete,S,USA,,Neurotrichus gibbsii,tissue,2003-09-11
NC_043175,Oxbow virus,RefSeq,GCF_002829245.1,"Kang,H.J., Bennett,S.N., Dizney,L., Sumibcay,L., Arai,S., Ruedas,L.A., Song,J.W., Yanagihara,R., Song,J.-W.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Orthohantavirus oxbowense,Orthohantavirus,4383,complete,L,USA,,Neurotrichus gibbsii,tissue,2003-09-11
NC_043176,Oxbow virus,RefSeq,GCF_002829245.1,"Kang,H.J., Bennett,S.N., Dizney,L., Sumibcay,L., Arai,S., Ruedas,L.A., Song,J.W., Yanagihara,R., Song,J.-W.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Orthohantavirus oxbowense,Orthohantavirus,3643,complete,M,USA,,Neurotrichus gibbsii,tissue,2003-09-11
NC_043180,Eriocheir sinensis reovirus,RefSeq,GCF_002829345.1,"Shen,H., Ma,Y., Hu,Y.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Eriocheir sinensis reovirus,Cardoreovirus,4243,complete,1,China: Jiangsu,,Eriocheir sinensis,,2012-09
NC_043181,Eriocheir sinensis reovirus,RefSeq,GCF_002829345.1,"Shen,H., Ma,Y., Hu,Y.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Eriocheir sinensis reovirus,Cardoreovirus,1265,complete,10,China: Jiangsu,,Eriocheir sinensis,,2012-09
NC_043182,Eriocheir sinensis reovirus,RefSeq,GCF_002829345.1,"Shen,H., Ma,Y., Hu,Y.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Eriocheir sinensis reovirus,Cardoreovirus,2141,complete,6,China: Jiangsu,,Eriocheir sinensis,,2012-09
NC_043184,Eriocheir sinensis reovirus,RefSeq,GCF_002829345.1,"Shen,H., Ma,Y., Hu,Y.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Eriocheir sinensis reovirus,Cardoreovirus,2441,complete,4,China: Jiangsu,,Eriocheir sinensis,,2012-09
NC_043185,Eriocheir sinensis reovirus,RefSeq,GCF_002829345.1,"Shen,H., Ma,Y., Hu,Y.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Eriocheir sinensis reovirus,Cardoreovirus,2711,complete,2,China: Jiangsu,,Eriocheir sinensis,,2012-09
NC_043186,Eriocheir sinensis reovirus,RefSeq,GCF_002829345.1,"Shen,H., Ma,Y., Hu,Y.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Eriocheir sinensis reovirus,Cardoreovirus,1522,complete,7,China: Jiangsu,,Eriocheir sinensis,,2012-09
NC_043187,Eriocheir sinensis reovirus,RefSeq,GCF_002829345.1,"Shen,H., Ma,Y., Hu,Y.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Eriocheir sinensis reovirus,Cardoreovirus,1233,complete,8,China: Jiangsu,,Eriocheir sinensis,,2012-09
NC_043188,Eriocheir sinensis reovirus,RefSeq,GCF_002829345.1,"Shen,H., Ma,Y., Hu,Y.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Eriocheir sinensis reovirus,Cardoreovirus,1179,complete,9,China: Jiangsu,,Eriocheir sinensis,,2012-09
NC_043189,Eriocheir sinensis reovirus,RefSeq,GCF_002829345.1,"Shen,H., Ma,Y., Hu,Y.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Eriocheir sinensis reovirus,Cardoreovirus,1186,complete,12,China: Jiangsu,,Eriocheir sinensis,,2012-09
NC_043190,Eriocheir sinensis reovirus,RefSeq,GCF_002829345.1,"Shen,H., Ma,Y., Hu,Y.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Eriocheir sinensis reovirus,Cardoreovirus,2082,complete,5,China: Jiangsu,,Eriocheir sinensis,,2012-09
NC_043191,Eriocheir sinensis reovirus,RefSeq,GCF_002829345.1,"Shen,H., Ma,Y., Hu,Y.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Eriocheir sinensis reovirus,Cardoreovirus,1200,complete,11,China: Jiangsu,,Eriocheir sinensis,,2012-09
NC_043207,Frijoles virus VP-161A,RefSeq,GCF_002833505.1,"Xu,F., Liu,D., Nunes,M.R., DA Rosa,A.P., Tesh,R.B., Xiao,S.Y., Xiao,S.-Y.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Frijoles phlebovirus,Phlebovirus,574,complete,M,Panama,,,,
NC_043208,Frijoles virus VP-161A,RefSeq,GCF_002833505.1,"Xu,F., Liu,D., Nunes,M.R., DA Rosa,A.P., Tesh,R.B., Xiao,S.Y., Xiao,S.-Y.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Frijoles phlebovirus,Phlebovirus,461,complete,S,Panama,,,,
NC_043209,Frijoles virus VP-161A,RefSeq,GCF_002833505.1,"Xu,F., Liu,D., Nunes,M.R., DA Rosa,A.P., Tesh,R.B., Xiao,S.Y., Xiao,S.-Y.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Frijoles phlebovirus,Phlebovirus,771,complete,L,Panama,,,,
NC_043210,Groundnut yellow spot virus,RefSeq,GCF_002833545.1,"Yin,Y.-Y., Dong,J.-H., Zhang,Z.-K.","National Center for Biotechnology Information, NIH",USA,2019-06-28,SP-C,Orthotospovirus arachiflavamaculae,Orthotospovirus,3006,complete,S,China,,Capsicum,,2008-10
NC_043211,Berne virus,RefSeq,set:NC_043211,"Snijder,E.J., Den Boon,J.A., Spaan,W.J., Weiss,M., Horzinek,M.C.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Equine torovirus,Torovirus,4837,complete,RNA 2,,,,,
NC_043212,Berne virus,RefSeq,set:NC_043212,"Den Boon,J.A., Snijder,E.J., Locker,J.K., Horzinek,M.C., Rottier,P.J.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Equine torovirus,Torovirus,799,complete,RNA 1,,,,,
NC_043261,Bracoviriform inaniti,RefSeq,set:ce24f9a460e583d8339259ba517b4f839e0121c0,"Wyder,S., Tschannen,A., Hochuli,A., Gruber,A., Saladin,V., Zumbach,S., Lanzrein,B., Johner,A., Stettler,P., Albrecht,U., Wyler,T., Pfister-Wilhelm,R., Heiniger,P., Kurt,E., Schumperli,D.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Bracoviriform inaniti,Bracoviriform,17789,complete,CiV16.8,,,,,
NC_043262,Bracoviriform inaniti,RefSeq,set:NC_043262,"Weber,B., Lanzrein,B.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Bracoviriform inaniti,Bracoviriform,17677,complete,17.7,,,,,
NC_043263,Bracoviriform inaniti,RefSeq,set:fb582be18531984bc2082ff56301478bfb77bfa8,"Wyder,S., Tschannen,A., Hochuli,A., Gruber,A., Saladin,V., Zumbach,S., Lanzrein,B., Johner,A., Stettler,P., Heiniger,P., Schumperli,D.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Bracoviriform inaniti,Bracoviriform,11852,complete,CiV12,,,,,
NC_043266,Bracoviriform inaniti,RefSeq,set:NC_043266,"Reinhard,M., Lanzrein,B.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Bracoviriform inaniti,Bracoviriform,19503,complete,19.5,,,,,
NC_043267,Bracoviriform inaniti,RefSeq,set:NC_043267,"Wetterwald,C., Lanzrein,B.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Bracoviriform inaniti,Bracoviriform,15810,complete,15.8,,,,,
NC_043271,Bracoviriform inaniti,RefSeq,set:b0fbada5cf4ea1cfb304c99b38fb832ecb1308df,"Wyder,S., Tschannen,A., Hochuli,A., Gruber,A., Saladin,V., Zumbach,S., Lanzrein,B.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Bracoviriform inaniti,Bracoviriform,14159,complete,CiV14,,,Chelonus inanitus,,
NC_043273,Bracoviriform inaniti,RefSeq,set:98b1b6ba8f8631b07d8182f3d28af5342b083183,"Bonvin,M., Kojic,D., Blank,F., Annaheim,M., Wehrle,I., Wyder,S., Kaeslin,M., Lanzrein,B.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Bracoviriform inaniti,Bracoviriform,21376,complete,CiV21,,,Chelonus inanitus,,
NC_043385,Broad bean stain virus,RefSeq,GCF_002867085.1,"Chen,H., Huang,Q., Zhao,W., Liu,B., Huang,F., Zhu,S., Chen,Q., Liao,F.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Comovirus viciae,Comovirus,3478,complete,RNA2,,,,,
NC_043387,Stocky prune virus,RefSeq,GCF_002867225.1,"Candresse,T., Svanella-Dumas,L., Le Gall,O.","National Center for Biotechnology Information, NIH",USA,2019-06-28,Brugeres,Cheravirus pruni,Cheravirus,1794,complete,RNA 2,France,,,,
NC_043388,Stocky prune virus,RefSeq,GCF_002867225.1,"Candresse,T., Svanella-Dumas,L., Le Gall,O.","National Center for Biotechnology Information, NIH",USA,2019-06-28,Brugeres,Cheravirus pruni,Cheravirus,2644,complete,RNA 1,France,,,,
NC_043389,Ranunculus white mottle virus,RefSeq,GCF_002867735.1,"Vaira,A.M., Accotto,G.P., Costantini,A., Milne,R.G.","National Center for Biotechnology Information, NIH",USA,2019-06-28,Rn3,Ophiovirus ranunculi,Ophiovirus,4018,complete,RNA1,Italy,,Ranunculus,,
NC_043395,Aspergillus ochraceous virus,RefSeq,GCF_002868595.1,"Liu,W., Duns,G., Chen,J., Xue,F., Zeng,R., Li,L.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Aspergillus ochraceous virus,Gammapartitivirus,1220,complete,RNA3,China,,Aspergillus ochraceoroseus,,2006-11-25
NC_043396,Aspergillus ochraceous virus,RefSeq,GCF_002868595.1,"Liu,W., Duns,G., Chen,J., Xue,F., Zeng,R., Li,L.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Aspergillus ochraceous virus,Gammapartitivirus,1754,complete,RNA1,China,,Aspergillus ochraceoroseus,,2006-11-25
NC_043397,Aspergillus ochraceous virus,RefSeq,GCF_002868595.1,"Liu,W., Duns,G., Chen,J., Xue,F., Zeng,R., Li,L.","National Center for Biotechnology Information, NIH",USA,2019-06-28,,Aspergillus ochraceous virus,Gammapartitivirus,1555,complete,RNA2,China,,Aspergillus ochraceoroseus,,2006-11-25
NC_043398,Drakaea virus A,RefSeq,GCF_002868655.1,"Ong,J.W.L., Phillips,R.D., Dixon,K.W., Jones,M.G.K., Wylie,S.J.","National Center for Biotechnology Information, NIH",USA,2019-06-28,Canning Mills,Drakaea virus A,Goravirus,4490,complete,RNA 1,Australia,,Drakaea livida,,2012-09
